"class";"feature0";"feature1";"feature2";"feature3";"feature4";"feature5";"feature6";"feature7";"feature8";"feature9";"feature10";"feature11";"feature12";"feature13";"feature14";"feature15";"feature16";"feature17";"feature18";"feature19";"feature20";"feature21";"feature22";"feature23";"feature24";"feature25";"feature26";"feature27";"feature28";"feature29";"feature30";"feature31";"feature32";"feature33";"feature34";"feature35";"feature36";"feature37";"feature38";"feature39";
"blues";33.3329;-11.2684;-3.45794;-1.28261;-0.136425;-2.81958;-0.352704;-0.348692;-1.01587;-1.90914;-2.16591;-0.7649;-1.46962;-1.114;-2.56789;-1.75682;0.0878087;0.430821;2.58054;4.02691;5.26032;4.22584;1.42091;-0.363089;-2.11514;-3.76009;-3.79429;-0.739983;3.77838;3.21656;-1.37733;-5.97598;-3.98726;0.540381;2.87707;-0.183839;-2.20516;-0.024557;2.5989;2.20713;
"blues";39.5468;-12.9416;-4.94288;-0.625223;-1.2607;-2.17572;-1.29683;-0.0959384;-1.3261;-2.31305;-2.34569;-1.07145;-1.18038;-2.1473;-2.67705;-1.8711;-0.299553;0.941879;2.71026;5.03012;6.61778;4.54421;1.50172;-0.228875;-2.55878;-4.6698;-4.30495;-1.07667;4.43084;4.13647;-2.01677;-6.61384;-5.10065;0.822396;3.44281;-0.0589007;-2.54245;-0.226864;3.20597;2.57829;
"blues";29.6237;-13.0956;-0.939092;-0.284076;-0.565035;-3.23471;-0.758949;1.43172;1.38738;-4.41545;-3.11506;0.269855;0.624335;-0.0607375;-4.03733;-2.63373;0.975431;3.02038;0.075949;2.49135;3.79355;2.93329;3.31411;-0.109446;-3.09375;-3.57222;-2.35587;1.02948;1.9405;2.28385;-1.51335;-3.95493;-2.91013;-0.285294;2.00881;0.517149;-2.09523;0.188626;1.87177;1.21216;
"blues";34.9557;-10.8836;-3.38443;-1.48063;-1.14223;-3.00423;-0.543677;0.410765;-0.490014;-2.96813;-3.01862;-1.05697;-0.663437;-2.26174;-2.27286;-1.18719;0.20292;-0.651026;2.44639;5.77996;5.43472;4.64589;1.83954;-0.276415;-2.63031;-4.95046;-4.07303;0.318612;4.07667;2.73274;-1.87303;-5.76915;-4.43236;-0.125122;3.59984;-0.0481579;-1.95211;-0.325109;2.44943;2.72073;
"blues";34.7569;-11.7959;-3.57886;-1.84166;-1.2893;-0.834253;-0.367657;-2.60577;0.63265;-1.87358;-2.16583;-1.03992;0.258374;-2.22129;-3.31641;-1.42017;-0.365265;0.916967;2.78816;4.10398;4.54484;5.04843;1.00568;-0.757277;-1.37708;-4.03144;-4.60692;-0.31327;3.86997;3.64935;-0.980408;-6.10479;-5.22147;1.71089;2.66085;-0.163484;-2.71133;0.1638;2.5454;2.59912;
"blues";32.7689;-11.8908;-0.77393;0.521773;-1.54518;-1.99692;-2.46625;-1.55252;0.684287;-1.65664;-3.18732;-3.12673;-1.61664;-2.82204;0.423504;-1.13365;-1.35806;0.949445;1.62412;5.19316;7.89299;4.67481;0.259869;-0.884979;-1.47274;-3.99197;-3.65091;0.558567;1.26464;1.81533;-0.280919;-5.75081;-4.86384;1.46861;1.8826;-1.06876;-0.478563;0.353199;2.3831;2.34;
"blues";37.4187;-13.6196;-2.14736;-1.73924;-1.61268;-2.10942;-1.09499;-0.917425;0.597786;-2.15364;-2.42203;-2.24835;-1.03558;-0.724886;-2.80676;-1.77809;-0.133401;0.564133;1.43151;5.20933;6.87888;4.55154;1.26889;-0.720169;-2.65543;-4.5264;-3.7454;-0.031535;3.44018;3.63666;-1.53715;-5.84775;-5.46586;1.32902;2.75078;0.0834959;-2.59349;0.286255;2.88465;1.94766;
"blues";34.7734;-12.2236;-3.41699;0.000763045;-0.412184;-2.57719;-0.787588;-0.593216;-1.99254;-2.66357;-0.395219;-1.85723;-0.638983;-2.94781;-2.47778;-1.55233;0.656927;0.0144192;2.95088;5.70412;4.73785;3.6601;1.39278;0.351506;-1.64632;-3.99881;-4.61115;-0.385272;3.23891;3.02101;-1.47067;-5.68179;-4.08511;0.37342;2.43526;0.410811;-2.58891;-0.00232166;3.29077;2.03298;
"blues";36.942;-10.3104;-3.96021;-2.28238;0.132666;-2.71096;-1.80165;-0.061678;-1.70172;-3.01459;-0.754241;-2.85657;-1.13858;-1.95473;-3.34235;-1.34241;-0.149968;0.536124;2.85021;6.56741;6.0293;4.90973;1.92794;-0.628448;-2.87734;-3.87187;-4.97342;-1.40426;4.62068;3.86808;-2.25701;-6.63167;-4.81169;0.354545;3.31743;0.20443;-2.66393;-0.0171593;3.45668;2.75981;
"blues";31.4564;-13.1975;-2.29004;2.37021;0.390463;-3.63849;-2.23642;-0.930442;-1.15015;-0.303497;-1.56354;-1.76743;-0.134632;-2.77902;-2.42504;-2.25606;0.832571;1.13579;2.09053;4.52359;5.40439;2.75753;0.953776;0.00418678;-1.52065;-3.30256;-2.12018;-2.06429;2.64428;1.89654;-0.723994;-3.85709;-3.48712;-0.302972;1.84115;-0.534896;-2.0568;0.93259;3.02819;1.60439;
"blues";37.0162;-12.1228;-3.56357;-1.70739;1.35459;-1.11959;-0.952616;-1.60622;-1.51829;-3.69924;-3.91067;-1.78669;-1.62133;-2.28171;-2.05544;-0.294066;0.596634;0.602002;2.42139;5.61887;6.14503;3.45151;2.68908;0.0170402;-1.13725;-3.92913;-4.86533;-1.52731;3.58347;2.54239;-2.34323;-6.55125;-5.04162;1.22483;3.49207;0.845807;-2.92311;-0.0636014;3.21911;2.70928;
"blues";36.7008;-12.8798;-1.51282;-2.00379;-2.14421;-0.866553;-0.183523;0.0353023;-2.35007;-3.23833;-2.50845;-2.00543;-1.36562;-1.40838;-2.69739;-1.11284;1.01566;0.204873;1.04654;6.28663;7.30835;2.16848;2.04092;1.70215;-2.16011;-6.21098;-4.26617;1.13552;3.05526;2.15786;-1.42225;-6.05296;-5.65011;1.03635;3.85559;0.0141919;-2.25879;-0.0251089;2.36471;2.69192;
"blues";31.3254;-12.6493;0.425871;1.95117;-2.15048;-4.88119;-0.672409;-0.146239;-0.575294;-2.35014;-2.48241;-2.01231;0.585147;-0.892363;-5.17605;-2.94765;0.893366;3.15657;2.70822;3.15609;5.38212;4.65536;2.52286;-0.369904;-3.80435;-3.43924;-2.85785;0.00472942;1.91569;1.87949;-1.44295;-3.67387;-3.93536;-0.377775;1.77855;-0.921508;-0.798784;0.919586;2.29311;1.74804;
"blues";34.8494;-11.9389;-2.48083;-2.5083;-1.67684;-1.18269;-1.42488;0.00236755;-0.733258;-2.23361;-0.960222;-0.820575;-1.33358;-2.47027;-1.60212;-0.930664;-2.38202;1.1896;2.93705;3.99336;5.71117;4.61154;1.32189;-1.14101;-2.0635;-3.64961;-4.78716;-0.351189;4.59699;3.39054;-0.868267;-6.70816;-4.49476;1.47028;2.23495;-0.336253;-1.63191;-0.634867;2.68787;2.38168;
"blues";33.6252;-10.9409;-2.89146;-0.560708;-1.02881;-1.98542;-0.470772;-1.61997;-1.3536;-0.603885;-3.58144;-2.76541;-0.229832;-1.35047;-2.90323;-1.93513;1.12765;0.669638;1.54439;5.20165;6.56792;3.74148;1.43008;0.459126;-2.93225;-3.46641;-4.03745;-0.603936;3.12192;2.60868;-1.31188;-5.68587;-5.03115;0.993867;2.86601;0.138137;-2.56518;0.0994259;3.80909;1.10695;
"blues";37.3225;-12.2817;-4.8407;-0.498714;-1.04898;-2.01032;-0.323146;-0.460281;-1.20411;-2.86008;-2.42794;-1.12209;-1.39558;-2.07984;-1.9192;-1.14656;-0.482069;0.525619;2.61633;4.78617;5.83217;4.43168;1.60622;-0.178656;-2.10276;-4.17654;-4.4931;-0.824667;4.28514;3.38716;-1.83952;-6.575;-4.88951;1.37943;2.75966;0.664088;-2.74308;-0.211849;2.87897;2.39367;
"blues";42.3124;-11.983;-4.2338;-1.09356;-2.76666;-3.35151;1.89044;-1.61149;-2.65763;-4.71764;-0.899112;-0.981699;-2.85335;-2.73196;-2.53306;-2.41422;-0.458525;1.57352;4.16293;6.25522;6.94876;5.52387;1.74203;0.978652;-3.31627;-6.16545;-5.12152;-1.17646;4.74474;5.18537;-3.25927;-8.34756;-4.50309;0.236405;3.35237;1.17706;-3.0976;-0.12334;3.45504;3.08349;
"blues";40.4804;-12.7376;-4.42976;-0.543915;-0.385286;-2.04697;-1.77865;0.223201;-2.32937;-3.80703;-2.98235;-1.65407;-1.20451;-3.85443;-2.11;0.290827;-0.981698;0.255762;4.13591;5.55607;7.29084;4.04797;2.25442;0.547407;-2.94495;-4.1246;-5.21117;-1.44882;4.27344;3.81583;-3.53771;-6.40283;-4.75509;0.0862247;3.65027;0.814016;-2.49521;-0.612671;3.60062;3.09811;
"blues";45.2665;-15.1016;-6.12554;-0.691332;-2.16802;-1.71078;-1.02665;0.801654;-1.99371;-3.25712;-2.65235;-1.41315;0.188128;-3.3008;-3.03878;-1.1752;-0.813101;1.48125;2.03678;6.02921;7.17661;4.20626;2.11617;0.320463;-2.78501;-5.97669;-5.09326;-0.250643;5.15528;4.06941;-1.85904;-7.75555;-5.8058;1.1414;4.04832;0.564017;-3.01413;-0.847381;3.54699;2.95481;
"blues";44.3783;-14.1799;-5.91577;-1.28787;-0.71537;-1.26175;-2.26512;-1.14726;-1.61158;-2.69395;-1.9967;-0.188723;-1.32064;-2.51146;-4.7729;-2.15478;0.375096;1.28504;4.18489;5.35991;6.73548;4.66263;1.92414;-0.537538;-1.70161;-5.45569;-5.46192;-1.36474;4.48352;5.44906;-1.99603;-8.02008;-5.15195;0.558076;3.87789;0.502709;-4.05804;0.505742;3.51759;3.4045;
"blues";44.9383;-13.7906;-3.47248;-0.925698;-3.94399;-2.8008;-0.400403;0.407556;-1.31215;-4.68237;-4.29101;-0.0877438;-0.537824;-3.37732;-3.75981;-2.50708;-0.114718;1.96619;4.10629;5.5111;7.46366;6.23801;2.83127;-0.356776;-3.14997;-7.56872;-5.2856;1.02061;4.47285;3.46391;-1.926;-7.82388;-6.33228;1.11993;3.5886;0.166178;-1.87824;-0.167437;2.3996;3.78613;
"blues";41.6148;-12.9635;-3.83989;-1.46358;-2.96656;-2.03947;0.104693;-0.980028;-2.63248;-1.28746;-2.93518;-1.25193;-0.776343;-2.45447;-3.41947;-2.43587;-0.635612;1.82476;3.81645;4.94391;6.64587;5.70718;2.29631;-0.994892;-3.14545;-4.59238;-5.38714;-1.25461;5.40438;4.34004;-1.87271;-7.93315;-5.26371;1.09264;3.29045;0.199135;-2.77971;-0.0429712;3.37957;2.73582;
"blues";40.6859;-13.898;-4.41483;0.145461;-0.847426;-1.46633;-2.36306;-0.841699;-3.1288;-2.80285;0.0396986;-0.417205;-1.70467;-3.52319;-3.6199;-2.76749;0.651346;1.67391;4.35685;5.47518;5.94421;3.84005;1.35247;0.659938;-1.55065;-4.92714;-5.10021;-1.62128;3.63;4.85376;-2.01425;-6.81274;-4.60888;0.503791;2.71516;0.323539;-3.14569;0.191135;3.91651;2.85392;
"blues";40.6868;-15.0536;-5.04635;-0.608665;-0.719875;-1.27469;-0.384774;0.11634;-1.51046;-3.87665;-2.58453;-0.363115;-1.74423;-2.8184;-0.741462;-0.98314;-0.144707;-0.46276;3.17327;4.57561;5.46092;4.29787;1.39314;0.667471;-2.08265;-4.15096;-4.61507;-1.10818;4.26273;4.42;-3.15128;-6.68172;-4.26962;0.699138;3.65149;0.821284;-2.74206;-1.04834;3.2498;2.48987;
"blues";41.7684;-14.2762;-5.9755;0.22105;0.522221;-2.32867;-1.69599;-1.44135;-2.65572;-1.75314;-1.20605;-0.838866;-1.02863;-2.87303;-4.00465;-2.49207;0.349579;2.35034;3.26543;5.56608;5.35359;4.4132;1.84813;-0.744213;-1.11691;-3.97934;-5.59416;-1.70619;3.77465;4.92361;-1.73393;-7.0144;-5.19631;1.2078;3.1066;-0.163144;-3.07145;0.109974;3.82506;3.02365;
"blues";42.8617;-14.8684;-2.3931;-1.06109;-3.53623;-2.1532;-0.741639;-0.182586;-2.12262;-2.18783;-1.84458;-1.51818;-2.73227;-2.56254;-1.26183;-2.09686;-0.640885;-0.13291;2.94083;7.15627;7.47382;4.94349;1.48776;-0.137426;-3.75383;-4.61594;-5.1122;-0.957879;5.37227;3.82185;-2.41566;-6.84078;-5.43913;0.56538;3.4532;0.0350577;-2.26477;-0.149155;3.19844;2.84673;
"blues";33.7949;-10.9915;-3.94903;-0.37665;-0.810184;-2.40062;-1.71372;0.0905378;-0.45476;-2.40867;-1.85626;-1.11836;-1.34953;-1.3599;-2.60798;-2.00513;0.32528;0.310442;2.39797;4.78066;5.54768;4.20846;1.63858;-0.636803;-2.45724;-3.55705;-4.14659;-0.340844;3.42924;3.35985;-1.54404;-5.67453;-4.20362;0.408214;2.67697;0.00417198;-2.33267;0.136789;2.76025;2.25517;
"blues";34.5134;-11.4806;-4.59564;-0.53366;-1.49583;-1.31105;0.185397;0.619016;-1.87199;-3.7851;-2.28097;-0.0685266;-1.2806;-2.81197;-1.15946;-0.174461;-1.26593;0.438261;3.06036;3.76992;4.76213;4.11131;1.5294;0.610782;-1.55345;-4.8166;-3.93081;-0.555443;4.18367;3.34074;-2.6956;-5.6491;-4.50545;1.05447;3.21428;0.032669;-1.55137;-1.15681;2.40688;2.49845;
"blues";31.8038;-10.073;-1.42151;-1.54125;-3.8425;-0.434809;0.693005;-2.89281;-0.0379897;-1.57744;-2.20496;-2.41862;0.387264;-1.18864;-4.02635;-1.77373;0.184821;1.62244;1.3729;5.06589;5.70601;3.88391;1.79173;0.013345;-2.36594;-4.97892;-3.65104;0.0960749;3.38491;3.092;-1.30501;-5.59784;-4.9458;0.705106;3.16298;-0.337535;-2.45196;0.382607;2.86757;1.65423;
"blues";18.7929;-6.03613;-1.10457;-0.768614;-1.37243;-1.37689;1.61328;-0.957192;-3.26748;-1.28686;1.50633;0.537992;-2.37142;-1.87752;-0.547642;-1.98089;-1.76197;2.62453;3.04891;0.907636;3.16757;1.94555;1.08666;1.02305;-1.53235;-1.57368;-3.51582;-0.976904;2.9711;2.47537;-0.815585;-4.52035;-1.86629;0.664646;0.958736;-0.931734;-0.972191;0.470834;0.727209;2.26624;
"blues";30.0849;-9.75495;-3.70148;-0.594827;-1.10883;-1.80521;-0.859191;-0.0608217;-0.71759;-1.87078;-1.73652;-0.794504;-0.782275;-1.69435;-2.16087;-1.36875;-0.395601;0.522271;2.13749;3.98993;4.65344;3.71101;1.52043;-0.41824;-1.92095;-3.55246;-3.56661;-0.440513;3.55046;3.09181;-1.5123;-5.1193;-3.82014;0.483594;2.48724;-0.0914933;-2.10126;-0.136468;2.53067;1.88036;
"blues";28.8812;-9.19472;-3.36389;-0.421889;-0.806783;-1.83953;-1.08185;-0.0297331;-0.811422;-2.16343;-1.65781;-1.00295;-1.04322;-1.49294;-2.17821;-1.31614;-0.20719;0.568784;2.29043;3.77774;4.83884;3.45613;1.72491;-0.43149;-1.77113;-3.44825;-3.42178;-0.54049;3.18251;2.86357;-1.57958;-4.93568;-3.68106;0.44108;2.30023;-0.0350999;-1.99973;-0.0181796;2.52489;1.79371;
"blues";32.8021;-10.6547;-4.23331;-0.661451;-0.954477;-1.89594;-0.986819;0.0833872;-0.968369;-2.04622;-2.04146;-0.862179;-0.824287;-1.81021;-2.26503;-1.46838;-0.317472;0.633794;2.20953;4.27332;5.0928;3.91996;1.63588;-0.411729;-2.06817;-3.75408;-3.911;-0.513419;3.73327;3.4214;-1.70429;-5.58444;-4.17968;0.651898;2.74276;0.0455093;-2.30793;-0.217146;2.75189;2.04284;
"blues";15.2284;-3.22094;-1.63714;0.8336;-2.88064;-1.49456;0.207925;0.0359832;0.116661;-1.8325;-1.80746;-0.934153;-0.090198;-0.662378;-1.88552;-1.32729;0.0925397;0.674129;1.05505;2.67781;2.94353;2.55076;2.25168;-0.471467;-1.52162;-3.49206;-1.21695;0.238628;2.18973;1.03436;-1.4113;-2.24226;-2.76399;0.106739;0.879946;0.0531604;-1.19778;0.405192;1.26516;1.01674;
"blues";29.9848;-9.69069;-3.53058;-0.53933;-1.22182;-1.72665;-0.715051;-0.254714;-0.944216;-1.7287;-1.88976;-0.736939;-0.8381;-1.71662;-2.24597;-1.42445;-0.257597;0.596319;2.1796;4.05536;4.67206;3.62685;1.57535;-0.303076;-1.89413;-3.59937;-3.62001;-0.432652;3.45953;3.05194;-1.54299;-5.0904;-3.86967;0.498992;2.4742;-0.0645374;-2.1372;-0.0680433;2.55442;1.86505;
"blues";37.8135;-11.7981;-5.17485;-0.457697;-0.679419;-1.49545;-1.32393;-0.532542;-1.39025;-2.44292;-3.0507;-1.77158;-1.71231;-1.57326;-2.63718;-0.348211;-0.0442541;-0.554851;3.22217;5.18612;6.29691;4.95227;0.960506;0.0487989;-1.94992;-4.12087;-4.9948;-0.546139;3.93766;2.84999;-1.16003;-7.36177;-4.71089;0.875174;3.70433;-0.0434826;-2.34781;-0.320229;3.17978;2.46653;
"blues";34.1361;-10.9552;-3.98077;-0.51642;-1.04082;-2.03166;-1.06925;-0.244111;-1.07111;-2.28417;-2.32672;-1.24528;-0.615047;-1.7034;-2.87574;-2.05952;0.135951;1.43386;2.26024;4.29066;5.56656;4.2268;1.87239;-0.435068;-2.20731;-3.93014;-4.27101;-0.364622;3.6037;2.98194;-1.15445;-6.0643;-4.74526;1.12835;2.70466;-0.214439;-2.06897;-0.0501231;2.72044;2.34539;
"blues";31.6921;-10.29;-3.70684;-0.378081;-1.21401;-1.7522;-0.764955;-0.409951;-1.16036;-1.96496;-1.67271;-1.12781;-1.20615;-1.66962;-2.01533;-1.67738;-0.358352;0.947183;2.28191;4.19801;4.9791;4.00228;1.63788;-0.579541;-1.86308;-3.48702;-3.86899;-0.792609;3.56362;3.30744;-1.67561;-5.50955;-4.10626;0.790501;2.51224;-0.14583;-2.07775;-0.0437831;2.65444;1.99329;
"blues";34.2092;-11.3792;-3.90098;0.230206;-0.739265;-2.86698;-1.45576;-0.282663;-0.203324;-3.43811;-0.613555;-1.2418;-2.60965;-0.991119;-2.33826;-1.56547;-0.471476;0.596703;2.85916;4.10583;6.88008;3.41858;1.64056;-0.59819;-2.03939;-4.05431;-3.6075;-0.712999;2.93254;3.95992;-2.07207;-5.51524;-4.20029;0.613835;2.29747;-0.11008;-1.73195;-0.45904;3.42959;1.80006;
"blues";29.785;-9.74146;-3.83095;-0.559048;-0.843969;-1.5197;-0.735487;-0.125239;-0.866538;-2.09808;-1.91589;-0.758933;-0.775998;-1.68386;-1.98982;-1.35317;-0.23606;0.681941;2.05049;3.75363;4.45878;3.59057;1.60366;-0.232595;-1.75714;-3.39596;-3.61326;-0.513627;3.38588;3.07214;-1.64938;-5.11244;-3.80191;0.615754;2.56888;-0.0668334;-2.09514;-0.199494;2.50116;1.84303;
"blues";19.5952;-5.91765;-1.98094;-0.0563415;0.000608804;-0.650358;-1.47867;-2.04713;-0.937315;-0.739823;-0.587343;0.0863769;-0.184739;-2.59924;-3.31557;-0.70727;0.0395741;1.09323;2.71035;3.28402;2.76276;1.6742;1.32175;0.529027;-0.618329;-2.4181;-3.0792;-0.909215;2.10131;2.13406;-1.09471;-2.83068;-2.70113;-0.31288;1.48481;-0.48195;-1.95011;0.539687;2.41347;1.64726;
"classical";28.0796;-11.8302;-2.59536;0.531277;-1.12786;-0.720558;-1.79872;-0.903397;-0.243586;-1.32118;-0.177504;0.66075;-0.988023;-1.98419;-2.38043;-2.08901;-0.229526;1.89193;0.931405;3.67937;4.18549;1.27496;1.14118;0.669426;-1.47362;-2.96205;-2.90108;-0.666988;2.64885;3.0702;-0.630092;-4.19386;-2.87675;0.150772;1.55888;-0.207639;-2.13203;-0.388767;3.2838;1.20931;
"classical";25.8037;-9.67351;-0.120227;-1.23339;-1.65985;-0.604121;-0.819917;-0.735514;-1.21498;-1.41964;-1.52994;-1.05164;-0.826689;-1.90312;-2.07808;-0.592086;-0.0467583;-0.245838;2.58438;3.76624;4.34108;2.95061;0.765248;0.873483;-1.3915;-3.93083;-2.86962;0.0111705;2.30758;2.29811;-1.51822;-3.92898;-3.44238;0.27807;1.78865;0.157246;-1.93855;0.0578836;2.67493;1.01443;
"classical";27.6734;-10.1374;-1.16032;-1.98034;-0.91551;-0.533222;-1.70869;-0.105638;-0.501521;-1.62622;-1.61139;-0.994922;-0.863663;-1.94909;-0.613864;-2.36685;-0.226062;1.31355;0.923721;3.94726;4.606;3.31817;1.073;-0.0209144;-1.75539;-3.37126;-2.8158;-0.649327;2.90304;3.00968;-1.45316;-4.64824;-3.6342;0.584718;2.3758;-0.4909;-1.8798;0.315637;1.91322;1.97612;
"classical";27.8131;-14.3263;-0.437403;0.526293;-1.77738;-0.751175;-0.204429;-0.849112;0.561985;-1.49443;-2.0162;-0.016242;-0.0941367;-2.02695;-1.47467;0.378628;-0.779607;-0.741676;1.9136;3.20175;2.32706;2.40806;1.91269;-0.608093;-1.30359;-1.79452;-2.94629;-0.278589;2.72793;2.53232;-2.09898;-2.9836;-2.31313;-0.243975;1.69324;0.188394;-1.62942;-0.667558;2.26747;1.23907;
"classical";27.9674;-12.0396;-1.54769;-1.09141;-0.569787;-1.98172;-0.179084;0.871212;-2.28389;-0.195652;-0.90571;-0.856923;-0.513105;-2.08012;-0.39671;-1.49607;-1.15835;0.813173;1.56637;2.77036;3.77295;2.95196;1.17938;-0.696686;-0.919744;-2.82347;-3.34382;0.151216;2.74837;2.8901;-0.791066;-4.797;-3.04412;0.906241;1.81457;-0.604216;-1.45754;-0.235279;1.92003;1.36423;
"classical";23.3707;-10.7376;0.436087;-1.72886;0.544559;1.70201;-2.73664;-2.37633;0.889877;-1.3286;-3.37217;0.536999;0.878539;-3.77741;-1.87484;0.365187;0.21415;-0.794344;4.09873;2.38279;1.28841;2.76377;2.373;-0.737831;-0.88692;-0.376925;-3.2735;-2.1873;2.37646;3.18126;-2.83161;-3.20327;-1.59634;-0.176876;0.744455;1.00834;-1.93983;-0.813411;2.8734;1.96595;
"classical";26.352;-10.7291;-0.40722;-1.45442;-1.11446;-0.878102;-0.675092;-0.357307;-1.25955;-0.765198;-1.61232;-1.4349;0.403945;-1.79781;-2.50658;-0.625708;-0.311451;0.697206;1.40177;3.52893;4.26204;1.99592;1.82447;0.150542;-1.60318;-3.0198;-3.24216;0.127202;2.76288;1.88993;-0.766082;-4.20709;-3.31599;0.449194;1.81901;0.0296912;-1.83924;-0.525238;3.2013;0.566455;
"classical";24.8124;-10.5854;1.05962;-0.72764;-0.845835;-0.585405;-3.19362;-0.732914;1.52623;-2.30258;-2.05923;-1.26384;-0.425189;-1.54574;-2.25439;-0.919776;-0.0880123;0.831239;1.60777;3.34228;4.89856;2.78078;1.14125;0.0362434;-1.99567;-2.3125;-3.1865;0.75305;1.28762;1.0957;-0.145984;-3.77631;-3.08987;0.114807;1.3881;-0.508285;-1.14129;0.314014;2.30365;1.45797;
"classical";27.7394;-9.6972;-2.30511;-0.939083;-0.930011;-1.33186;-0.964566;0.158046;-0.733525;-2.36139;-1.28284;-0.925074;-1.56273;-0.775534;-2.0052;-0.999136;-0.440473;0.178996;2.48743;3.64606;3.35187;4.06779;2.1513;-1.28271;-1.77882;-2.1914;-3.68766;-0.91938;3.49409;2.99155;-1.91665;-5.03135;-2.71872;0.13881;2.03085;0.209775;-1.85831;-0.418749;2.76951;1.2351;
"classical";20.9629;-8.01431;1.32207;-1.72696;-2.92529;0.98794;0.519456;-2.99314;-0.716105;0.0519907;-1.57898;-2.18958;0.111174;0.136692;-3.84855;-1.71097;1.94254;0.580967;-0.0445636;4.22385;4.39576;1.26727;0.591104;2.0165;-1.12332;-4.59474;-2.04087;0.857146;1.42399;1.13159;0.00124989;-3.27117;-4.28209;0.752066;2.4719;-0.948515;-2.06863;0.998609;1.95535;0.860282;
"classical";27.9857;-11.3898;-1.48495;0.246505;-1.83911;-0.727307;-1.11784;0.0332285;-1.91792;-1.88472;-0.199712;-0.0221957;-1.34159;-2.77232;-1.36127;-0.761696;-1.0777;0.871892;2.36363;3.97014;3.56362;2.51914;1.36582;0.0301612;-0.599874;-3.45502;-3.86808;0.2767;2.50031;2.44943;-1.04563;-4.33371;-3.19979;0.421667;1.80659;-0.555273;-1.35494;-0.0304452;1.87862;2.05665;
"classical";24.3406;-7.0379;-4.08498;-0.164473;-0.583241;-2.2411;-1.06184;-0.818141;0.66039;-0.250674;-1.51684;-1.59815;-0.477264;-0.846257;-2.22249;-0.693587;-0.746231;-0.0488718;0.761898;4.29104;4.62052;2.98389;0.942922;-1.07016;-1.41411;-2.91152;-3.0218;0.415868;2.3446;2.79623;-0.604796;-4.36521;-3.18155;0.00508075;2.28104;-0.506334;-2.16377;0.424085;2.26806;1.36095;
"classical";20.2662;-6.33048;-3.75056;0.520905;-1.79251;-3.82418;0.0534859;1.69604;1.34307;-1.80255;-1.11833;0.934151;0.264538;-0.604523;-2.43492;-1.92028;-0.926304;1.08384;0.576105;2.02718;3.03526;2.7223;1.63889;-0.525027;-2.67867;-3.61729;-0.938129;0.426227;3.35354;2.34236;-1.10372;-2.5092;-2.69074;0.0162366;0.66056;0.357615;-1.84534;0.0444408;1.35004;0.953912;
"classical";21.5236;-6.2333;-1.7872;0.447387;-1.75033;-2.559;-1.31485;1.82758;-0.475294;-2.65514;-2.76805;0.0899077;0.502281;-1.49353;-2.78079;-2.51153;0.744614;1.57656;2.04753;2.56941;2.79756;4.02172;2.39598;-0.104995;-2.87684;-3.35426;-2.02977;0.191054;2.40539;1.76815;-1.5442;-3.66277;-2.05881;-0.754425;1.09614;0.672482;-1.59102;-0.00570218;2.28833;0.861554;
"classical";20.1405;-6.44043;-2.07472;0.721685;-0.242858;-1.62741;-2.74285;-1.26254;0.729783;-0.00291216;-1.32055;-0.367637;-1.01491;-2.35013;-1.37872;-0.944653;-0.272299;-0.536625;2.13193;4.13766;3.40265;3.32733;-0.342751;-0.400031;-0.402269;-2.85514;-2.51502;0.298298;1.09139;2.02952;-0.398822;-2.74526;-3.05237;0.0665734;0.997978;-0.912468;-1.21453;0.617462;2.01154;1.76417;
"classical";23.3514;-6.52013;-2.43437;-0.542912;-0.62778;-1.95104;-0.500277;0.0624264;-1.59691;-1.95664;-1.15814;-1.15135;-1.24;-1.14871;-2.31817;-0.554862;-0.754719;0.891806;2.50225;3.0375;4.24017;3.21012;1.54592;-0.0711752;-1.43633;-3.13668;-3.31723;0.0186863;2.23171;2.44985;-1.49093;-4.43513;-2.93354;0.0539686;2.17781;-0.486414;-1.47846;0.442169;1.57245;2.01629;
"classical";20.3726;-5.28727;-3.30997;-1.34023;-0.37017;-0.928197;-0.908005;-0.260316;-1.09735;-0.657016;0.104656;-0.718452;-1.47764;-0.160724;-2.26678;-1.7941;0.197027;0.191753;1.52748;3.19236;2.99815;3.06865;0.298489;0.242454;-1.14294;-2.88813;-2.38692;-0.903546;3.17662;2.4381;-0.378156;-4.39841;-2.93813;0.866318;1.18869;0.191008;-2.68764;0.642884;2.1045;0.830201;
"classical";19.6046;-3.66772;-1.68019;-1.215;-2.56138;-1.3837;1.57452;-0.684556;-3.29918;-0.514758;0.432475;-2.95838;-2.05662;0.0969435;-0.127263;-3.51514;-1.21966;2.69133;3.06932;0.678649;4.1029;5.10038;1.81897;-1.90301;-1.92161;-1.32113;-3.16076;-1.94128;3.15477;3.86277;-2.07238;-5.40911;-2.93854;1.72054;1.15846;-1.08483;-0.706761;0.406588;1.66132;0.968183;
"classical";20.062;-6.0422;-3.80968;-0.221627;0.482151;0.102659;-1.50374;0.436389;-0.576643;-2.9411;-1.36927;-0.724683;-0.737333;-0.314315;-2.29973;-0.239971;0.118736;0.674951;1.72243;1.84065;2.201;3.10403;1.0904;0.504707;-0.572065;-2.35576;-2.52918;-0.58669;1.9989;2.0532;-1.28722;-4.13597;-2.29757;0.477183;1.90204;0.261109;-2.25827;0.334228;1.53969;1.29821;
